CustomerKey,Recency,Frequency,Monetary,R,F,M,RFM_Score,segment,Response
10075,226,3,2447.0500000000002,2,2,3,223,Potential Loyal Customers,1
10076,41,6,6907.5524999999998,1,3,3,133,Almost Lost Customers,1
10077,381,2,1174.48,3,1,2,312,New Customers,1
10078,186,4,2745.3325,2,2,3,223,Potential Loyal Customers,1
10079,119,5,4167.2299999999996,2,3,3,233,Potential Loyal Customers,1
10080,78,3,31.27,1,2,1,121,Lost Customers,1
10081,19,9,195.22,1,3,2,132,Almost Lost Customers,1
10082,378,2,1170.48,3,1,2,312,New Customers,1
10083,240,2,3295.4274999999998,3,1,3,313,Big Spenders,0
10084,73,3,565.47000000000003,1,2,2,122,Almost Lost Customers,1
10085,224,6,8129.0199999999995,2,3,3,233,Potential Loyal Customers,1
10086,138,3,579.97000000000003,2,2,2,222,Potential Loyal Customers,1
10087,353,2,94.47999999999999,3,1,2,312,New Customers,1
10088,140,2,39.980000000000004,2,1,1,211,New Customers,1
10089,219,2,1145.48,2,1,2,212,New Customers,1
10090,62,3,17.27,1,2,1,121,Lost Customers,1
10091,304,3,23.969999999999999,3,2,1,321,New Customers,1
10092,24,3,39.579999999999998,1,2,1,121,Lost Customers,1
10093,355,2,29.979999999999997,3,1,1,311,New Customers,1
10094,364,2,14.98,3,1,1,311,New Customers,1
10095,63,3,4659.9025000000001,1,2,3,123,Almost Lost Customers,1
10096,123,3,3936.5425,2,2,3,223,Potential Loyal Customers,1
10097,238,1,539.99000000000001,3,1,2,312,New Customers,1
10098,238,2,4320.6199999999999,3,1,3,313,Big Spenders,0
10099,201,5,2189.8975,2,3,3,233,Potential Loyal Customers,1
10100,311,1,3.9900000000000002,3,1,1,311,New Customers,1
10101,116,4,73.960000000000008,2,2,2,222,Potential Loyal Customers,1
10102,47,3,93.969999999999999,1,2,2,122,Almost Lost Customers,1
10103,282,3,2398.0500000000002,3,2,3,323,Potential Loyal Customers,1
10104,229,1,24.989999999999998,2,1,1,211,New Customers,1
10105,122,4,2453.04,2,2,3,223,Potential Loyal Customers,1
10106,381,1,1214.8499999999999,3,1,2,312,New Customers,1
10107,76,3,4179.3299999999999,1,2,3,123,Almost Lost Customers,1
10108,1078,1,3578.27,3,1,3,313,Big Spenders,0
10109,167,2,2120.9274999999998,2,1,3,213,New Customers,1
10110,172,2,23.779999999999998,2,1,1,211,New Customers,1
10111,52,6,4826.2299999999996,1,3,3,133,Almost Lost Customers,1
10112,103,2,7.2800000000000002,1,1,1,111,Lost Customers,1
10113,82,2,1170.48,1,1,2,112,Lost Customers,1
10114,188,2,38.980000000000004,2,1,1,211,New Customers,1
10115,77,7,76.649999999999991,1,3,2,132,Almost Lost Customers,1
10116,150,2,39.980000000000004,2,1,1,211,New Customers,1
10117,42,3,60.470000000000006,1,2,1,121,Lost Customers,1
10118,274,4,3059.3099999999999,3,2,3,323,Potential Loyal Customers,1
10119,301,2,2438.0599999999999,3,1,3,313,Big Spenders,0
10120,88,2,27.279999999999998,1,1,1,111,Lost Customers,1
10121,193,2,751.34000000000003,2,1,2,212,New Customers,1
10122,126,3,60.470000000000006,2,2,1,221,New Customers,1
10123,159,6,1893.0482,2,3,2,232,Loyal Customers,1
10124,298,1,29.989999999999998,3,1,1,311,New Customers,1
10125,246,3,48.969999999999999,3,2,1,321,New Customers,1
10126,82,1,4.9900000000000002,1,1,1,111,Lost Customers,1
10127,318,2,39.980000000000004,3,1,1,311,New Customers,1
10128,252,1,32.600000000000001,3,1,1,311,New Customers,1
10129,187,3,1729.97,2,2,2,222,Potential Loyal Customers,1
10130,197,5,196.25999999999999,2,3,2,232,Loyal Customers,1
10131,41,2,78.97999999999999,1,1,2,112,Lost Customers,1
10132,122,1,34.990000000000002,2,1,1,211,New Customers,1
10133,181,5,3127.9499999999994,2,3,3,233,Potential Loyal Customers,1
10134,191,5,3058.0124999999998,2,3,3,233,Potential Loyal Customers,1
10135,86,1,24.989999999999998,1,1,1,111,Lost Customers,1
10136,126,2,1155.48,2,1,2,212,New Customers,1
10137,54,1,49.990000000000002,1,1,1,111,Lost Customers,1
10138,235,3,4773.3299999999999,3,2,3,323,Potential Loyal Customers,1
10139,362,3,1205.47,3,2,2,322,Potential Loyal Customers,1
10140,26,1,4.9900000000000002,1,1,1,111,Lost Customers,1
10141,235,4,2736.5324999999998,3,2,3,323,Potential Loyal Customers,1
10142,240,8,188.02000000000001,3,3,2,332,Potential Loyal Customers,1
10143,33,4,81.260000000000005,1,2,2,122,Almost Lost Customers,1
10144,316,1,9.9900000000000002,3,1,1,311,New Customers,1
10145,429,1,782.99000000000001,3,1,2,312,New Customers,1
10146,77,3,1763.97,1,2,2,122,Almost Lost Customers,1
10147,182,5,119.45,2,3,2,232,Loyal Customers,1
10148,349,2,39.980000000000004,3,1,1,311,New Customers,1
10149,80,4,5063.5225,1,2,3,123,Almost Lost Customers,1
10150,560,1,2443.3499999999999,3,1,3,313,Big Spenders,0
10151,76,4,4423.3796000000002,1,2,3,123,Almost Lost Customers,1
10152,30,10,249.53000000000003,1,3,2,132,Almost Lost Customers,1
10153,256,2,23.779999999999998,3,1,1,311,New Customers,1
10154,43,1,35,1,1,1,111,Lost Customers,1
10155,137,1,4.9900000000000002,2,1,1,211,New Customers,1
10156,45,3,143.78,1,2,2,122,Almost Lost Customers,1
10157,46,2,7.2800000000000002,1,1,1,111,Lost Customers,1
10158,134,1,1700.99,2,1,2,212,New Customers,1
10159,212,1,21.98,2,1,1,211,New Customers,1
10160,49,4,45.950000000000003,1,2,1,121,Lost Customers,1
10161,118,4,3945.5324999999998,2,2,3,223,Potential Loyal Customers,1
10162,56,6,126.24000000000001,1,3,2,132,Almost Lost Customers,1
10163,122,2,27.279999999999998,2,1,1,211,New Customers,1
10164,113,2,94.47999999999999,2,1,2,212,New Customers,1
10165,156,2,14.98,2,1,1,211,New Customers,1
10166,763,1,3578.27,3,1,3,313,Big Spenders,0
10167,56,2,38.980000000000004,1,1,1,111,Lost Customers,1
10168,262,2,38.980000000000004,3,1,1,311,New Customers,1
10169,242,5,8142.0299999999997,3,3,3,333,Best Customers,1
10170,203,3,1602.47,2,2,2,222,Potential Loyal Customers,1
10171,8,5,141.91,1,3,2,132,Almost Lost Customers,1
10172,46,1,24.989999999999998,1,1,1,111,Lost Customers,1
10173,134,3,563.76999999999998,2,2,2,222,Potential Loyal Customers,1
10174,191,1,4.9900000000000002,2,1,1,211,New Customers,1
10175,294,2,2438.0599999999999,3,1,3,313,Big Spenders,0
10176,224,1,4.9900000000000002,2,1,1,211,New Customers,1
10177,719,1,2181.5625,3,1,3,313,Big Spenders,0
10178,315,3,60.470000000000006,3,2,1,321,New Customers,1
10179,23,3,42.280000000000001,1,2,1,121,Lost Customers,1
10180,217,2,127.95,2,1,2,212,New Customers,1
10181,102,2,548.98000000000002,1,1,2,112,Lost Customers,1
10182,444,1,2049.0981999999999,3,1,2,312,New Customers,1
10183,67,5,1277.5581999999999,1,3,2,132,Almost Lost Customers,1
10184,71,8,5204.0600000000004,1,3,3,133,Almost Lost Customers,1
10185,4,3,100.09,1,2,2,122,Almost Lost Customers,1
10186,126,3,3124.9599999999996,2,2,3,223,Potential Loyal Customers,1
10187,232,4,608.96000000000004,3,2,2,322,Potential Loyal Customers,1
10188,259,6,81.239999999999995,3,3,2,332,Potential Loyal Customers,1
10189,142,3,62.270000000000003,2,2,1,221,New Customers,1
10190,230,6,3860.8696,2,3,3,233,Potential Loyal Customers,1
10191,141,2,14.98,2,1,1,211,New Customers,1
10192,67,4,171.27000000000001,1,2,2,122,Almost Lost Customers,1
10193,331,1,4.9900000000000002,3,1,1,311,New Customers,1
10194,200,3,71.580000000000013,2,2,1,221,New Customers,1
10195,80,5,5998.6100000000006,1,3,3,133,Almost Lost Customers,1
10196,103,3,2457.3299999999999,1,2,3,123,Almost Lost Customers,1
10197,260,4,106.95,3,2,2,322,Potential Loyal Customers,1
10198,990,1,3374.9899999999998,3,1,3,313,Big Spenders,0
10199,424,1,2071.4196000000002,3,1,2,312,New Customers,1
10200,292,3,2800.4382000000001,3,2,3,323,Potential Loyal Customers,1
10201,58,4,3172.9699999999993,1,2,3,123,Almost Lost Customers,1
10202,107,4,1547.5681999999999,1,2,2,122,Almost Lost Customers,1
10203,0,3,48.970000000000006,1,2,1,121,Lost Customers,1
10204,290,2,1170.48,3,1,2,312,New Customers,1
10205,213,6,44.039999999999999,2,3,1,231,Small Spenders,1
10206,133,4,607.96000000000004,2,2,2,222,Potential Loyal Customers,1
10207,6,4,98.960000000000008,1,2,2,122,Almost Lost Customers,1
10208,139,7,6489.5099999999993,2,3,3,233,Potential Loyal Customers,1
10209,137,1,28.989999999999998,2,1,1,211,New Customers,1
10210,105,4,604.96000000000004,1,2,2,122,Almost Lost Customers,1
10211,323,4,35.719999999999999,3,2,1,321,New Customers,1
10212,295,2,1174.48,3,1,2,312,New Customers,1
10213,172,4,200.28,2,2,2,222,Potential Loyal Customers,1
10214,347,2,39.980000000000004,3,1,1,311,New Customers,1
10215,237,3,27.77,3,2,1,321,New Customers,1
10216,93,3,63.970000000000006,1,2,1,121,Lost Customers,1
10217,183,5,2462.0300000000002,2,3,3,233,Potential Loyal Customers,1
10218,123,2,2419.0599999999999,2,1,3,213,New Customers,1
10219,258,5,613.45000000000005,3,3,2,332,Potential Loyal Customers,1
10220,231,3,128.97,3,2,2,322,Potential Loyal Customers,1
10221,274,3,1179.47,3,2,2,322,Potential Loyal Customers,1
10222,265,2,30.969999999999999,3,1,1,311,New Customers,1
10223,179,5,5621.2181999999993,2,3,3,233,Potential Loyal Customers,1
10224,56,5,3951.5225,1,3,3,133,Almost Lost Customers,1
10225,98,4,2369.9699999999998,1,2,3,123,Almost Lost Customers,1
10226,316,2,56.969999999999999,3,1,1,311,New Customers,1
10227,174,2,67.590000000000003,2,1,1,211,New Customers,1
10228,151,2,46.469999999999999,2,1,1,211,New Customers,1
10229,55,2,1170.48,1,1,2,112,Lost Customers,1
10230,23,9,248.01000000000002,1,3,2,132,Almost Lost Customers,1
10231,877,1,3399.9899999999998,3,1,3,313,Big Spenders,0
10232,187,4,98.960000000000008,2,2,2,222,Potential Loyal Customers,1
10233,72,1,2384.0700000000002,1,1,3,113,Lost Customers,1
10234,312,5,6089.5900000000001,3,3,3,333,Best Customers,1
10235,172,5,4909.6700000000001,2,3,3,233,Potential Loyal Customers,1
10236,156,2,2120.9274999999998,2,1,3,213,New Customers,1
10237,707,1,2181.5625,3,1,3,313,Big Spenders,0
10238,221,7,8330.7899999999991,2,3,3,233,Potential Loyal Customers,1
10239,24,2,85.480000000000004,1,1,2,112,Lost Customers,1
10240,290,7,230.04000000000002,3,3,2,332,Potential Loyal Customers,1
10241,95,2,2341.9699999999998,1,1,3,113,Lost Customers,1
10242,57,4,50.230000000000004,1,2,1,121,Lost Customers,1
10243,272,6,8196.0100000000002,3,3,3,333,Best Customers,1
10244,245,4,5908.5,3,2,3,323,Potential Loyal Customers,1
10245,44,3,63.970000000000006,1,2,1,121,Lost Customers,1
10246,178,4,218.25999999999999,2,2,2,222,Potential Loyal Customers,1
10247,390,3,2351.9599999999996,3,2,3,323,Potential Loyal Customers,1
10248,121,8,6846.9196000000002,2,3,3,233,Potential Loyal Customers,1
10249,51,2,2393.0599999999999,1,1,3,113,Lost Customers,1
10250,491,1,2049.0981999999999,3,1,2,312,New Customers,1
10251,79,4,138.48000000000002,1,2,2,122,Almost Lost Customers,1
10252,272,2,6.2800000000000002,3,1,1,311,New Customers,1
10253,288,4,86.950000000000003,3,2,2,322,Potential Loyal Customers,1
10254,259,4,77.27000000000001,3,2,2,322,Potential Loyal Customers,1
10255,143,1,9.9900000000000002,2,1,1,211,New Customers,1
10256,26,2,14.98,1,1,1,111,Lost Customers,1
10257,45,2,574.98000000000002,1,1,2,112,Lost Customers,1
10258,342,4,6079.2399999999998,3,2,3,323,Potential Loyal Customers,1
10259,154,2,1155.48,2,1,2,212,New Customers,1
10260,114,2,7.2800000000000002,2,1,1,211,New Customers,1
10261,42,3,155.47,1,2,2,122,Almost Lost Customers,1
10262,83,2,5962.3400000000001,1,1,3,113,Lost Customers,1
10263,50,4,589.96000000000004,1,2,2,122,Almost Lost Customers,1
10264,953,1,3578.27,3,1,3,313,Big Spenders,0
10265,125,2,78.97999999999999,2,1,2,212,New Customers,1
10266,236,3,47.940000000000005,3,2,1,321,New Customers,1
10267,364,3,33.43,3,2,1,321,New Customers,1
10268,142,3,1538.5781999999999,2,2,2,222,Potential Loyal Customers,1
10269,194,6,5832.0199999999995,2,3,3,233,Potential Loyal Customers,1
10270,152,1,1120.49,2,1,2,212,New Customers,1
10271,224,3,4417.75,2,2,3,223,Potential Loyal Customers,1
10272,232,3,3342.4074999999998,3,2,3,323,Potential Loyal Customers,1
10273,61,3,4623.8299999999999,1,2,3,123,Almost Lost Customers,1
10274,237,3,96.460000000000008,3,2,2,322,Potential Loyal Customers,1
10275,113,2,1725.98,2,1,2,212,New Customers,1
10276,259,4,4657.5324999999993,3,2,3,323,Potential Loyal Customers,1
10277,175,3,756.33000000000004,2,2,2,222,Potential Loyal Customers,1
10278,152,3,58.469999999999999,2,2,1,221,New Customers,1
10279,161,3,4555.4699999999993,2,2,3,223,Potential Loyal Customers,1
10280,123,3,3330.4174999999996,2,2,3,223,Potential Loyal Customers,1
10281,99,14,339.48000000000002,1,3,2,132,Almost Lost Customers,1
10282,155,5,5603.9181999999992,2,3,3,233,Potential Loyal Customers,1
10378,166,2,2393.0599999999999,2,1,3,213,New Customers,1
10379,46,4,47.920000000000002,1,2,1,121,Lost Customers,1
10380,64,5,137.96000000000001,1,3,2,132,Almost Lost Customers,1
10381,0,1,4.9900000000000002,1,1,1,111,Lost Customers,1
10382,43,3,166.28,1,2,2,122,Almost Lost Customers,1
10383,60,2,3191.9096,1,1,3,113,Lost Customers,1
10384,51,1,24.989999999999998,1,1,1,111,Lost Customers,1
10385,72,4,1764.96,1,2,2,122,Almost Lost Customers,1
10386,58,2,1174.48,1,1,2,112,Lost Customers,1
10387,145,4,119.96000000000001,2,2,2,222,Potential Loyal Customers,1
10388,146,2,46.469999999999999,2,1,1,211,New Customers,1
10389,240,2,27.279999999999998,3,1,1,311,New Customers,1
10390,25,3,37.270000000000003,1,2,1,121,Lost Customers,1
10391,75,5,4245.2182000000003,1,3,3,133,Almost Lost Customers,1
10392,320,2,30.479999999999997,3,1,1,311,New Customers,1
10393,156,5,108.96000000000001,2,3,2,232,Loyal Customers,1
10394,40,5,4175.6099999999997,1,3,3,133,Almost Lost Customers,1
10395,70,8,145.81999999999999,1,3,2,132,Almost Lost Customers,1
10396,963,1,3578.27,3,1,3,313,Big Spenders,0
10397,289,3,128.97,3,2,2,322,Potential Loyal Customers,1
10398,287,2,39.980000000000004,3,1,1,311,New Customers,1
10399,54,5,4816.0900000000001,1,3,3,133,Almost Lost Customers,1
10400,172,2,59.980000000000004,2,1,1,211,New Customers,1
10401,35,4,5977.7399999999998,1,2,3,123,Almost Lost Customers,1
10402,72,1,29.989999999999998,1,1,1,111,Lost Customers,1
10403,306,7,190.54000000000002,3,3,2,332,Potential Loyal Customers,1
10404,66,2,13.98,1,1,1,111,Lost Customers,1
10405,338,2,46.469999999999999,3,1,1,311,New Customers,1
10406,95,4,2362.27,1,2,3,123,Almost Lost Customers,1
10407,149,2,74.980000000000004,2,1,2,212,New Customers,1
10408,161,4,5913.2399999999998,2,2,3,223,Potential Loyal Customers,1
10409,356,1,539.99000000000001,3,1,2,312,New Customers,1
10410,350,3,64.969999999999999,3,2,1,321,New Customers,1
10411,158,3,1775.47,2,2,2,222,Potential Loyal Customers,1
10412,719,1,2443.3499999999999,3,1,3,313,Big Spenders,0
10413,105,9,6512.1899999999996,1,3,3,133,Almost Lost Customers,1
10414,332,3,103.49000000000001,3,2,2,322,Potential Loyal Customers,1
10415,327,3,1763.97,3,2,2,322,Potential Loyal Customers,1
10416,99,5,6917.5924999999997,1,3,3,133,Almost Lost Customers,1
10417,128,4,4539.46,2,2,3,223,Potential Loyal Customers,1
10418,119,2,574.98000000000002,2,1,2,212,New Customers,1
10419,64,3,3150.3981999999996,1,2,3,123,Almost Lost Customers,1
10420,93,3,4773.3299999999999,1,2,3,123,Almost Lost Customers,1
10421,58,2,4118.2600000000002,1,1,3,113,Lost Customers,1
10422,118,2,12.940000000000001,2,1,1,211,New Customers,1
10423,184,2,44.980000000000004,2,1,1,211,New Customers,1
10424,65,4,778.62,1,2,2,122,Almost Lost Customers,1
10425,8,1,24.989999999999998,1,1,1,111,Lost Customers,1
10426,323,2,59.980000000000004,3,1,1,311,New Customers,1
10427,295,4,5970.2299999999996,3,2,3,323,Potential Loyal Customers,1
10428,1018,1,3578.27,3,1,3,313,Big Spenders,0
10429,377,4,4659.8024999999998,3,2,3,323,Potential Loyal Customers,1
10430,301,10,5059.3296,3,3,3,333,Best Customers,1
10431,79,2,24.27,1,1,1,111,Lost Customers,1
10432,81,4,44.57,1,2,1,121,Lost Customers,1
10433,144,4,78.960000000000008,2,2,2,222,Potential Loyal Customers,1
10434,316,5,2269.9074999999998,3,3,3,333,Best Customers,1
10435,161,6,76.760000000000005,2,3,2,232,Loyal Customers,1
10436,330,2,27.279999999999998,3,1,1,311,New Customers,1
10437,236,1,35,3,1,1,311,New Customers,1
10438,59,3,128.97,1,2,2,122,Almost Lost Customers,1
10439,282,2,39.980000000000004,3,1,1,311,New Customers,1
10440,14,2,6.2800000000000002,1,1,1,111,Lost Customers,1
10441,9,4,125.44999999999999,1,2,2,122,Almost Lost Customers,1
10442,276,2,23.779999999999998,3,1,1,311,New Customers,1
10443,179,2,1155.48,2,1,2,212,New Customers,1
10444,201,6,6156.6999999999998,2,3,3,233,Potential Loyal Customers,1
10445,7,3,31.27,1,2,1,121,Lost Customers,1
10446,238,2,751.34000000000003,3,1,2,312,New Customers,1
10447,66,3,4397.75,1,2,3,123,Almost Lost Customers,1
10448,145,4,77.960000000000008,2,2,2,222,Potential Loyal Customers,1
10449,240,1,4.9900000000000002,3,1,1,311,New Customers,1
10450,100,2,53.980000000000004,1,1,1,111,Lost Customers,1
10451,82,1,4.9900000000000002,1,1,1,111,Lost Customers,1
10452,230,5,3376.8874999999998,2,3,3,233,Potential Loyal Customers,1
10453,51,3,554.97000000000003,1,2,2,122,Almost Lost Customers,1
10454,996,1,3578.27,3,1,3,313,Big Spenders,0
10455,113,3,2435.0781999999999,2,2,3,223,Potential Loyal Customers,1
10456,191,3,1594.4175,2,2,2,222,Potential Loyal Customers,1
10457,189,2,2483.98,2,1,3,213,New Customers,1
10458,237,4,5798.04,3,2,3,323,Potential Loyal Customers,1
10459,148,2,133.49000000000001,2,1,2,212,New Customers,1
10460,94,2,123.97999999999999,1,1,2,112,Lost Customers,1
10461,203,3,5768.0500000000002,2,2,3,223,Potential Loyal Customers,1
10462,275,2,93.489999999999995,3,1,2,312,New Customers,1
10463,84,2,34.890000000000001,1,1,1,111,Lost Customers,1
10464,192,3,48.970000000000006,2,2,1,221,New Customers,1
10465,126,1,4.9900000000000002,2,1,1,211,New Customers,1
10466,334,3,148.47,3,2,2,322,Potential Loyal Customers,1
10467,242,3,84.969999999999999,3,2,2,322,Potential Loyal Customers,1
10468,52,2,1754.98,1,1,2,112,Lost Customers,1
10469,391,1,2384.0700000000002,3,1,3,313,Big Spenders,0
10470,55,3,3917.5425,1,2,3,123,Almost Lost Customers,1
10471,61,1,4.9900000000000002,1,1,1,111,Lost Customers,1
10472,264,3,4498.5324999999993,3,2,3,323,Potential Loyal Customers,1
10473,231,3,553.97000000000003,3,2,2,322,Potential Loyal Customers,1
10474,51,3,2351.9599999999996,1,2,3,123,Almost Lost Customers,1
10475,146,2,27.279999999999998,2,1,1,211,New Customers,1
10476,294,3,60.470000000000006,3,2,1,321,New Customers,1
10477,38,3,6016.3299999999999,1,2,3,123,Almost Lost Customers,1
10478,115,2,29.479999999999997,2,1,1,211,New Customers,1
10479,35,3,86.269999999999996,1,2,2,122,Almost Lost Customers,1
10480,329,2,39.980000000000004,3,1,1,311,New Customers,1
10481,129,2,548.98000000000002,2,1,2,212,New Customers,1
10482,23,4,101.57000000000001,1,2,2,122,Almost Lost Customers,1
10483,209,5,4564.4499999999998,2,3,3,233,Potential Loyal Customers,1
10484,91,5,6765.4381999999996,1,3,3,133,Almost Lost Customers,1
10485,55,6,4899.0199999999995,1,3,3,133,Almost Lost Customers,1
10486,145,5,3198.4599999999996,2,3,3,233,Potential Loyal Customers,1
10487,196,3,6054.2200000000003,2,2,3,223,Potential Loyal Customers,1
10488,120,3,4329.6099999999997,2,2,3,223,Potential Loyal Customers,1
10489,45,4,82.259999999999991,1,2,2,122,Almost Lost Customers,1
10490,29,3,23.969999999999999,1,2,1,121,Lost Customers,1
10491,112,5,1589.3975,2,3,2,232,Loyal Customers,1
10492,303,2,38.980000000000004,3,1,1,311,New Customers,1
10493,359,3,37.270000000000003,3,2,1,321,New Customers,1
10494,177,9,5429.7599999999993,2,3,3,233,Potential Loyal Customers,1
10495,20,2,39.980000000000004,1,1,1,111,Lost Customers,1
10496,8,5,90.210000000000008,1,3,2,132,Almost Lost Customers,1
10497,363,4,5930.2299999999996,3,2,3,323,Potential Loyal Customers,1
10498,137,2,39.990000000000002,2,1,1,211,New Customers,1
10499,152,2,2563.3499999999999,2,1,3,213,New Customers,1
10500,112,4,2511.3199999999997,2,2,3,223,Potential Loyal Customers,1
10501,96,2,29.479999999999997,1,1,1,111,Lost Customers,1
10502,46,7,4734.29,1,3,3,133,Almost Lost Customers,1
10503,138,6,6958.7999999999993,2,3,3,233,Potential Loyal Customers,1
10504,42,4,127.47,1,2,2,122,Almost Lost Customers,1
10505,154,2,23.779999999999998,2,1,1,211,New Customers,1
10506,24,5,103.55000000000001,1,3,2,132,Almost Lost Customers,1
10507,83,1,1120.49,1,1,2,112,Lost Customers,1
10508,384,5,6058.25,3,3,3,333,Best Customers,1
10509,84,6,1668.8975,1,3,2,132,Almost Lost Customers,1
10510,14,5,131.44,1,3,2,132,Almost Lost Customers,1
10511,259,2,59.980000000000004,3,1,1,311,New Customers,1
10512,231,2,1735.98,3,1,2,312,New Customers,1
10513,71,1,21.489999999999998,1,1,1,111,Lost Customers,1
10514,396,2,1249.8399999999999,3,1,2,312,New Customers,1
10515,294,2,13.98,3,1,1,311,New Customers,1
10516,55,4,4362.7399999999998,1,2,3,123,Almost Lost Customers,1
10517,279,3,89.969999999999999,3,2,2,322,Potential Loyal Customers,1
10518,190,8,95.820000000000007,2,3,2,232,Loyal Customers,1
10519,31,2,2322.2799999999997,1,1,3,113,Lost Customers,1
10520,67,2,34.979999999999997,1,1,1,111,Lost Customers,1
10521,54,3,2366.9599999999996,1,2,3,123,Almost Lost Customers,1
10522,101,3,1912.47,1,2,2,122,Almost Lost Customers,1
10523,152,2,71.969999999999999,2,1,1,211,New Customers,1
10524,5,4,66.950000000000003,1,2,1,121,Lost Customers,1
10525,157,4,600.46000000000004,2,2,2,222,Potential Loyal Customers,1
10526,284,2,33.979999999999997,3,1,1,311,New Customers,1
10527,98,6,6977.5824999999995,1,3,3,133,Almost Lost Customers,1
10528,99,4,82.260000000000005,1,2,2,122,Almost Lost Customers,1
10529,179,4,617.47000000000003,2,2,2,222,Potential Loyal Customers,1
10530,67,2,12.940000000000001,1,1,1,111,Lost Customers,1
10531,42,4,1169.46,1,2,2,122,Almost Lost Customers,1
10532,277,1,539.99000000000001,3,1,2,312,New Customers,1
10533,153,2,14.98,2,1,1,211,New Customers,1
10534,91,4,3764.0681999999997,1,2,3,123,Almost Lost Customers,1
10535,300,4,588.96000000000004,3,2,2,322,Potential Loyal Customers,1
10536,75,2,83.980000000000004,1,1,2,112,Lost Customers,1
10537,86,5,4698.8099999999995,1,3,3,133,Almost Lost Customers,1
10538,179,4,123.96000000000001,2,2,2,222,Potential Loyal Customers,1
10539,233,3,14.23,3,2,1,321,New Customers,1
10540,82,3,2391.9599999999996,1,2,3,123,Almost Lost Customers,1
10541,330,3,5993.2600000000002,3,2,3,323,Potential Loyal Customers,1
10542,123,2,751.34000000000003,2,1,2,212,New Customers,1
10543,59,3,68.969999999999999,1,2,1,121,Lost Customers,1
10544,74,1,69.989999999999995,1,1,1,111,Lost Customers,1
10545,152,1,24.989999999999998,2,1,1,211,New Customers,1
10546,215,2,43.980000000000004,2,1,1,211,New Customers,1
10547,183,6,4364.8400000000001,2,3,3,233,Potential Loyal Customers,1
10548,357,1,29.989999999999998,3,1,1,311,New Customers,1
10549,34,5,5960.2299999999996,1,3,3,133,Almost Lost Customers,1
10550,53,5,138.44999999999999,1,3,2,132,Almost Lost Customers,1
10551,28,2,27.279999999999998,1,1,1,111,Lost Customers,1
10552,236,1,4.9900000000000002,3,1,1,311,New Customers,1
10553,90,3,1799.48,1,2,2,122,Almost Lost Customers,1
10554,238,3,4498.5324999999993,3,2,3,323,Potential Loyal Customers,1
10555,132,4,588.96000000000004,2,2,2,222,Potential Loyal Customers,1
10556,183,3,196.28999999999999,2,2,2,222,Potential Loyal Customers,1
10557,331,2,25.479999999999997,3,1,1,311,New Customers,1
10558,146,2,13.98,2,1,1,211,New Customers,1
10559,75,5,5923.2299999999996,1,3,3,133,Almost Lost Customers,1
10560,249,3,1147.77,3,2,2,322,Potential Loyal Customers,1
10561,20,5,128.96000000000001,1,3,2,132,Almost Lost Customers,1
10562,63,2,94.47999999999999,1,1,2,112,Lost Customers,1
10563,92,2,39.980000000000004,1,1,1,111,Lost Customers,1
10564,50,2,5873.2600000000002,1,1,3,113,Lost Customers,1
10565,191,1,539.99000000000001,2,1,2,212,New Customers,1
10566,327,2,119.97999999999999,3,1,2,312,New Customers,1
10567,283,2,39.980000000000004,3,1,1,311,New Customers,1
10568,56,3,1164.47,1,2,2,122,Almost Lost Customers,1
10569,115,1,24.989999999999998,2,1,1,211,New Customers,1
10570,58,2,1223.8399999999999,1,1,2,112,Lost Customers,1
10571,532,1,782.99000000000001,3,1,2,312,New Customers,1
10572,198,6,8163.3099999999995,2,3,3,233,Potential Loyal Customers,1
10573,139,4,2331.9499999999998,2,2,3,223,Potential Loyal Customers,1
10574,361,4,59.910000000000004,3,2,1,321,New Customers,1
10575,362,2,39.990000000000002,3,1,1,311,New Customers,1
10576,132,4,71.950000000000003,2,2,1,221,New Customers,1
10577,102,3,4921.6899999999996,1,2,3,123,Almost Lost Customers,1
10578,315,1,4.9900000000000002,3,1,1,311,New Customers,1
10579,203,3,8054.0499999999993,2,2,3,223,Potential Loyal Customers,1
10580,168,1,4.9900000000000002,2,1,1,211,New Customers,1
10581,324,2,23.779999999999998,3,1,1,311,New Customers,1
10582,252,2,2120.9274999999998,3,1,3,313,Big Spenders,0
10583,91,2,2297.2799999999997,1,1,3,113,Lost Customers,1
10584,94,2,39.980000000000004,1,1,1,111,Lost Customers,1
10585,386,4,1257.8199999999999,3,2,2,322,Potential Loyal Customers,1
10586,229,2,6021.6199999999999,2,1,3,213,New Customers,1
10587,35,2,4679.0599999999995,1,1,3,113,Lost Customers,1
10588,195,3,98.47999999999999,2,2,2,222,Potential Loyal Customers,1
10589,218,3,3001.0425,2,2,3,223,Potential Loyal Customers,1
10590,223,4,4533.5225,2,2,3,223,Potential Loyal Customers,1
10591,56,5,1685.45,1,3,2,132,Almost Lost Customers,1
10592,90,5,6817.1381999999994,1,3,3,133,Almost Lost Customers,1
10593,145,2,32.280000000000001,2,1,1,211,New Customers,1
10594,143,2,1750.98,2,1,2,212,New Customers,1
10595,203,10,228.42000000000002,2,3,2,232,Loyal Customers,1
10596,232,2,1155.48,3,1,2,312,New Customers,1
10597,259,1,2294.9899999999998,3,1,3,313,Big Spenders,0
10598,388,3,3936.5425,3,2,3,323,Potential Loyal Customers,1
